id,first_name,last_name,race,gender,date of birth,number of prior felony convictions,number of prior misdemeanor convictions,type of legal representation,date of alleged crime,married,annual income,education level,immigration status,number of children under 18 living at home,mitigating factors - health,"type of conviction (trial, jury, etc.)",plea: guilty? ,possible charge 1: offense category,possible charge 1: attempted crime,possible charge 1: primary? vs. accomplice,"possible sentence type 1: (jail, probation, etc.)",possible total minimum incarceration term 1,possible total maximum incarceration term 1,possible probation term in months 1,possible amount of fine in dollars 1,possible amount of community service in hours 1,possible alternative sentence 1,possible suspended sentence 1,possible charge 2: offense category,possible charge 2: attempted crime,possible charge 2: primary? vs. accomplice,"possible sentence type 2: (jail, probation, etc.)",possible total minimum incarceration term 2,possible total maximum incarceration term 2,possible probation term in months 2,possible amount of fine in dollars 2,possible amount of community service in hours 2,possible alternative sentence 2,possible suspended sentence 2
305,Flor,Duffyn,Colville,Female,2/6/1956,2,2,2,1/12/2018,true,274621,1,1,2,"Corros 2nd deg mul sites of unsp lower limb, except ank/ft",4,true,7,4,true,6,74,39,38,21939,30,dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus,false,12,3,false,1,86,103,108,72354,9,sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti,false
306,Ilene,Kinavan,Latin American Indian,Female,2/8/1963,2,2,3,11/25/2018,true,211507,3,2,0,"Laceration w/o fb of unsp toe w/o damage to nail, subs",5,true,12,4,true,7,51,88,80,79392,88,in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere,true,22,4,false,3,88,14,80,21613,89,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,false
307,Vannie,Spadaro,Panamanian,Female,9/3/1977,2,1,2,2/10/2020,true,121912,3,1,2,"Person outside 3-whl mv inj pick-up truck, pk-up/van nontraf",4,true,8,2,true,4,57,5,7,26493,25,lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices,false,8,2,true,8,55,97,50,35804,42,vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh,true
308,Jaquelyn,Tonge,Mexican,Female,10/21/1986,2,1,2,5/12/2019,true,482036,1,4,4,"Strain flexor musc/fasc/tend l mid fngr at wrs/hnd lv, init",4,false,22,3,true,1,17,61,70,8156,3,nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non,false,22,3,false,4,82,87,17,74975,72,sagittis dui vel nisl duis ac nibh fusce lacus purus,false
309,Heinrick,Confort,Cree,Male,10/5/1997,3,3,3,4/30/2019,false,314044,1,4,0,"Prsn outsd pk-up/van inj pk-up truck,pk-up/van nontraf, init",4,true,31,3,true,3,24,103,73,25656,74,ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque,false,7,1,true,1,9,113,8,99084,13,laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus,true
310,Goldina,de Werk,Choctaw,Female,2/21/1996,1,3,2,8/25/2018,false,473890,4,4,3,"Displ unsp condyle fx low end unsp femr, 7thM",3,false,4,4,true,6,77,70,3,65916,44,massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in,false,11,2,false,5,1,34,56,97529,39,lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit,false
311,Pate,Woodgate,Asian,Male,8/27/1975,1,1,3,8/25/2018,true,128679,3,2,10,"Juvenile arthritis, unspecified, left shoulder",4,false,28,4,true,8,82,81,109,55656,38,elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu,false,17,3,true,6,26,109,107,79411,95,lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at,false
312,Rutledge,Stedson,Filipino,Male,12/1/1984,3,2,2,12/23/2018,true,418070,4,2,8,"Minor laceration of femoral artery, unsp leg, init encntr",2,true,12,2,true,1,117,61,36,32515,79,eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam,true,9,2,false,4,65,40,18,20641,10,tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget,true
313,Chiquita,Daymont,Ecuadorian,Female,5/3/1974,2,2,3,10/30/2019,false,149668,1,2,5,"Collapsed vertebra, NEC, cervicothoracic region",1,true,21,4,false,7,108,75,105,19034,21,eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras,false,26,2,true,3,3,51,78,20743,52,nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus,true
314,Aurthur,Ricciardi,Lumbee,Male,12/20/1976,1,3,3,10/16/2019,false,322446,5,2,10,"Fall due to uncontrolled fire, not in bldg, sequela",4,true,21,3,false,5,27,0,90,25791,59,libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse,false,31,1,true,1,41,89,92,13526,49,justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus,false
315,Lorene,Fazzioli,Asian,Female,6/23/2000,2,2,2,7/11/2020,true,239316,3,4,7,"Stress fracture, right femur, subs for fx w malunion",4,true,30,2,false,7,3,78,116,83333,97,ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate,false,31,3,false,1,91,56,46,99289,16,augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,true
316,Phaedra,Mowle,Delaware,Female,11/6/1957,2,2,2,8/1/2020,true,206122,5,3,6,"Oth incomplete lesion at C5, sequela",5,true,31,2,false,2,106,21,53,30448,18,justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus,false,10,2,false,5,63,7,14,37952,59,ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo,true
317,Martino,O'Curneen,Cree,Male,11/19/1988,1,3,2,7/30/2020,true,414599,1,1,1,Unsp place in nursing home as place,1,true,7,3,true,8,5,103,10,14012,15,sit amet diam in magna bibendum imperdiet nullam orci pede venenatis,true,11,2,true,2,33,29,66,48211,7,ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac,true
318,Juline,Carabet,Costa Rican,Female,12/9/1989,1,3,1,2/14/2019,false,243535,3,4,2,"Superficial foreign body of right wrist, sequela",2,true,3,3,false,8,3,5,6,84176,12,velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat,true,27,4,false,1,105,119,106,6925,86,justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla,true
319,Myles,Glanville,Ecuadorian,Male,4/4/1956,2,3,2,8/13/2019,false,455923,1,4,1,Avulsion of left eye,3,false,21,4,false,2,13,31,23,90471,13,curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel,false,25,1,true,6,100,6,91,35670,53,laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis,true
320,Conn,Miskelly,Pueblo,Male,2/10/1969,1,1,3,6/7/2019,true,309762,5,2,10,"Laceration of axillary or brachial vein, left side",1,true,14,3,false,1,50,14,118,44703,60,congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede,true,30,4,false,5,10,14,97,19631,52,ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus,false
321,Dyane,Sciacovelli,Korean,Female,12/8/1981,3,2,1,5/24/2019,false,1512,1,1,9,"Person outside bus inj in nonclsn trnsp acc in traf, subs",3,true,22,4,true,6,2,86,53,41682,77,at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in,true,18,1,true,1,48,15,118,85727,21,tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus,false
322,Torey,Cavet,Crow,Female,6/4/1966,2,2,3,11/24/2018,true,352359,2,2,4,"Pasngr in pk-up/van inj in clsn w unsp mv nontraf, sequela",1,false,7,1,true,1,65,112,84,56180,84,congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget,false,31,3,false,6,40,28,109,30981,38,dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis,true
323,Grace,Errichi,Bangladeshi,Female,11/25/1965,1,2,3,4/26/2020,true,159040,5,2,6,"Other fracture of occiput, unspecified side, 7thD",3,false,31,3,true,4,64,96,71,975,21,in magna bibendum imperdiet nullam orci pede venenatis non sodales,true,24,3,true,2,18,73,0,50888,47,mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit,true
324,Bevin,Benns,Aleut,Male,2/2/1951,2,3,1,12/10/2019,true,209200,1,3,7,Other viral diseases complicating pregnancy,2,true,2,4,false,6,65,56,50,30557,13,aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam,true,19,2,true,6,117,64,10,62640,86,quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum,false
325,Tatiania,Whyffen,Black or African American,Female,5/8/1979,2,2,2,2/11/2020,false,166292,4,1,7,"Tonic pupil, unspecified eye",2,false,5,1,true,1,86,80,22,11225,95,placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel,false,14,4,true,6,57,15,60,9774,24,pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo,true
326,Genna,McGillecole,Chinese,Female,8/23/1966,3,2,1,8/6/2020,false,81510,2,2,4,"Puncture wound with foreign body of anus, sequela",2,true,29,2,false,8,56,57,89,65481,62,vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in,true,19,4,false,8,119,68,18,11972,77,quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi,false
327,Patty,Ambrosoli,Argentinian,Male,12/24/1999,1,2,1,3/14/2019,false,246447,2,2,6,Bladder-neck obstruction,4,false,15,4,true,4,102,89,18,34901,1,accumsan tortor quis turpis sed ante vivamus tortor duis mattis,true,25,2,true,3,42,103,53,65677,69,neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus,true
328,Barth,Checklin,Chamorro,Male,4/14/1958,3,1,3,7/10/2018,false,331312,5,3,5,Oth transitory neonatal electrolyte and metabolic disturb,2,false,21,4,false,8,62,118,62,62681,5,ut ultrices vel augue vestibulum ante ipsum primis in faucibus,false,29,1,true,7,87,20,29,71634,34,vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac,true
329,Bram,Ducroe,Creek,Male,5/29/1998,2,1,3,6/11/2020,true,187185,4,4,0,"Nondisp fx of body of right talus, init for opn fx",1,false,16,3,false,7,75,38,45,70252,53,quisque arcu libero rutrum ac lobortis vel dapibus at diam nam,false,13,3,true,4,29,77,83,42383,30,mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac,true
330,Glynda,Malt,Black or African American,Female,9/8/1979,3,2,3,5/28/2019,true,133864,4,2,8,"Poisn by unsp sys anti-infect and antiparastc, slf-hrm, sqla",1,false,17,4,false,4,38,3,118,75707,34,vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,true,16,1,false,8,101,49,66,28759,52,rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo,true
331,Baird,Tanfield,South American,Male,10/5/1997,3,2,3,11/19/2018,true,425985,1,4,1,"Laceration of unsp blood vessel at shldr/up arm, unsp arm",5,true,13,2,true,1,92,68,10,34486,70,eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus,false,20,2,true,3,100,70,50,4533,96,morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum,true
332,Marybeth,Reames,Pakistani,Female,2/11/1992,1,1,2,4/19/2018,false,189505,5,2,3,"Anaplstc lg cell lymph, ALK-pos, nodes of ing rgn & low lmb",2,true,28,2,true,3,44,99,10,11478,49,convallis duis consequat dui nec nisi volutpat eleifend donec ut,true,21,1,true,6,81,20,35,52125,5,porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus,false
333,Corry,Bramhall,Black or African American,Female,11/15/1957,3,1,3,11/8/2019,true,102671,3,4,10,"Sltr-haris Type I physl fx lower end radius, left arm, init",2,false,30,4,true,4,9,5,39,4215,5,volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet,true,1,2,true,6,20,30,24,50107,5,in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit,false
334,Maximo,Vernau,Latin American Indian,Male,1/4/1949,2,1,2,10/10/2019,true,392002,4,3,7,"Laceration without foreign body of oral cavity, sequela",5,true,25,2,false,7,11,74,14,72051,85,hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla,true,4,3,false,6,16,62,37,1734,26,augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum,false
335,Brandea,Naseby,Chickasaw,Female,6/8/1975,2,3,3,2/18/2020,false,191162,5,4,9,"Nondisp unsp condyle fx low end unsp femr, 7thH",2,true,4,1,false,2,20,3,116,28367,29,aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio,false,8,3,false,7,106,60,49,21751,12,vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel,false
336,Casper,Cotterrill,Tlingit-Haida,Male,9/12/1994,1,3,3,7/13/2020,false,340978,3,2,7,"Unsp open wound of left cheek and TMJ area, sequela",4,false,31,3,true,6,22,50,108,18093,29,dui proin leo odio porttitor id consequat in consequat ut,true,31,1,true,8,41,45,59,191,16,et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit,true
337,Cody,Neville,Chamorro,Male,12/31/1950,1,3,2,12/24/2019,false,383674,1,3,3,"Fracture of orbital floor, left side, sequela",5,true,8,3,false,3,50,117,82,65896,66,eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum,false,7,3,false,1,31,80,109,26274,20,bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede,true
338,Dorotea,Pay,Asian Indian,Female,9/12/1957,3,2,3,12/21/2018,true,206443,1,3,5,"Other physeal fracture of phalanx of left toe, 7thB",4,true,28,3,false,5,83,37,47,22775,58,odio odio elementum eu interdum eu tincidunt in leo maecenas,false,21,2,false,3,63,19,35,73428,31,sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan,false
339,Normie,Durkin,Samoan,Male,10/14/1940,3,1,1,10/2/2019,true,30203,4,1,9,"Nondisp bicondylar fx r tibia, 7thN",1,true,26,4,true,7,49,64,52,4618,88,consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam,false,2,4,false,4,116,73,119,80758,18,in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis,true
340,Valentina,Bucktrout,Tongan,Female,8/13/1952,3,2,3,5/30/2019,true,424754,1,4,4,Disorders of zinc metabolism,4,true,25,4,true,4,51,112,93,353,33,sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam,true,25,4,true,1,102,96,44,50950,12,commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt,true
341,Sergent,Hillock,Cherokee,Male,5/14/1954,3,1,1,6/24/2020,true,418829,1,4,0,"Person on outside of dune buggy injured nontraf, init",5,false,9,2,true,1,78,116,117,58231,46,eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis,true,2,4,false,2,27,93,72,22612,66,dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan,true
342,Frannie,Falls,Chinese,Male,4/26/1949,3,2,2,8/6/2020,true,183158,4,4,3,"Unspecified open wound, left knee, subsequent encounter",2,false,28,3,false,5,101,16,43,2495,35,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse,true,4,1,true,8,36,69,31,58676,10,semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla,false
343,Shelley,Duffer,Argentinian,Female,9/9/1983,1,1,2,9/23/2019,false,37488,3,3,7,"Passenger on bus injured in clsn w ped/anml nontraf, subs",4,false,14,2,true,5,51,40,25,56211,80,enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus,true,30,1,false,7,81,3,28,91938,100,nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor,false
344,Jamison,Broadberry,Osage,Male,4/29/1943,1,3,1,5/31/2018,true,361574,1,3,7,"Displ oblique fx shaft of l fibula, 7thQ",1,true,30,1,false,3,91,103,14,84724,46,in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem,true,16,4,true,3,35,117,95,31784,100,nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea,true
345,Malvin,Dawks,Chinese,Male,7/11/1976,2,3,2,12/28/2018,false,147704,4,3,2,Passenger on bus injured in clsn w statnry object nontraf,3,false,22,3,true,6,17,96,17,9673,5,vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium,true,16,1,false,8,119,82,27,53001,98,quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec,false
346,Wolfy,Cosker,Native Hawaiian and Other Pacific Islander (NHPI),Male,3/6/1990,1,1,1,11/17/2019,false,248113,5,1,1,Corros 40-49% of body surface w 30-39% third degree corros,2,false,20,1,true,5,83,17,55,35235,89,duis bibendum morbi non quam nec dui luctus rutrum nulla,false,17,3,true,2,110,69,44,3201,33,nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis,true
347,Sandor,Baus,Chickasaw,Male,7/5/1945,2,2,1,11/17/2019,false,75394,2,1,8,"External constriction of oth part of neck, init encntr",5,false,16,1,true,5,30,71,91,50694,26,felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla,true,6,1,true,2,63,49,78,45786,80,faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit,false
348,Filippo,Zupa,Sri Lankan,Male,6/6/1990,3,2,3,9/25/2018,true,384829,1,3,0,Intramural leiomyoma of uterus,1,true,13,1,true,3,28,40,73,52836,28,aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque,false,10,4,false,7,6,87,6,57845,8,nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat,true
349,Morgan,Edland,Guamanian,Female,11/13/1943,3,1,3,4/26/2018,true,222807,2,2,4,Spastic hemiplegia,5,false,24,3,false,3,12,58,100,75059,71,eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam,false,4,1,true,3,21,93,49,16191,16,odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet,true
